Informazioni cronologiche;Indirizzo email;Full name: First name, middle name and surname;If your social name is different from your full name, use this space to write your preferred name.;Date of birth;Time zone;Link from other social networks social media platforms (Instagram, Facebook etc.);WhatsApp Phone Number (with DDD);Gender;Location (State, Country) - Birthplace;Location (State, Country) - Current state and country.;Is your English proficiency B2 or higher?;Race / Color;What is your religion?;How did you find out about the International Polyglot Youth project?;The International Polyglot Youth Project seeks young people from all over the world who are engaged and committed to equality and educational power. Tell us what you plan to do with the learning you will receive.;We want to democratize language learning for free and empower multilingual young people to use languages ​​as a mechanism for connecting different cultures and thus changing the world. How committed are you to this project? What do you expect from the International Polyglot Youth Project?;What language do you plan to learn? You can choose three languages. [Brazilian Portuguese];What language do you plan to learn? You can choose three languages. [Deutsch];What language do you plan to learn? You can choose three languages. [French];What language do you plan to learn? You can choose three languages. [German];What language do you plan to learn? You can choose three languages. [Hungarian];What language do you plan to learn? You can choose three languages. [Italian];What language do you plan to learn? You can choose three languages. [Korean];What language do you plan to learn? You can choose three languages. [Modern Standard Arabic];What language do you plan to learn? You can choose three languages. [Spanish];What language do you plan to learn? You can choose three languages. [Russian];In up to 150 words, explain why you are interested in learning this/these language(s) and how it aligns with your future plans.;List ALL the days and times you would have available to learn. [06:00];List ALL the days and times you would have available to learn. [06:30];List ALL the days and times you would have available to learn. [07:00];List ALL the days and times you would have available to learn. [07:30];List ALL the days and times you would have available to learn. [08:00];List ALL the days and times you would have available to learn. [08:30];List ALL the days and times you would have available to learn. [09:00];List ALL the days and times you would have available to learn. [09:30];List ALL the days and times you would have available to learn. [10:00];List ALL the days and times you would have available to learn. [10:30];List ALL the days and times you would have available to learn. [11:00];List ALL the days and times you would have available to learn. [11:30];List ALL the days and times you would have available to learn. [12:00];List ALL the days and times you would have available to learn. [12:30];List ALL the days and times you would have available to learn. [13:00];List ALL the days and times you would have available to learn. [13:30];List ALL the days and times you would have available to learn. [14:00];List ALL the days and times you would have available to learn. [14:30];List ALL the days and times you would have available to learn. [15:00];List ALL the days and times you would have available to learn. [15:30];List ALL the days and times you would have available to learn. [16:00];List ALL the days and times you would have available to learn. [16:30];List ALL the days and times you would have available to learn. [17:00];List ALL the days and times you would have available to learn. [17:30];List ALL the days and times you would have available to learn. [18:00];List ALL the days and times you would have available to learn. [18:30];List ALL the days and times you would have available to learn. [19:00];List ALL the days and times you would have available to learn. [19:30];List ALL the days and times you would have available to learn. [20:00];List ALL the days and times you would have available to learn. [20:30];List ALL the days and times you would have available to learn. [21:00];List ALL the days and times you would have available to learn. [21:30];List ALL the days and times you would have available to learn. [22:00];I have a computer, laptop, phone and/or tablet with stable internet access.;Is there anything more you have to tell us?;Do you agree with the terms and conditions set out in the notice and commit yourself to learn through weekly classes?
01/01/2022;mentee338@mail.com;mentee338;tee;20/05/2008;GMT +6:30;https://www.instagram.com/andreparedes06/;2920791215;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;A1;B1;A2;A1;B1;;;B2;B1;[Some text];['Thursday', 'Sunday', 'Friday', 'Wednesday', 'Saturday'];['Sunday', 'Saturday', 'Monday', 'Thursday', 'Wednesday'];['Wednesday', 'Friday', 'Sunday', 'Tuesday'];['Tuesday', 'Friday', 'Monday', 'Saturday', 'Wednesday'];['Wednesday', 'Sunday', 'Monday', 'Thursday', 'Saturday'];['Wednesday', 'Sunday', 'Thursday', 'Saturday'];['Thursday', 'Friday', 'Saturday'];['Saturday', 'Wednesday', 'Monday', 'Thursday', 'Friday'];['Saturday', 'Monday', 'Thursday', 'Friday', 'Tuesday', 'Sunday'];['Sunday', 'Wednesday', 'Tuesday', 'Saturday'];['Monday', 'Wednesday', 'Friday', 'Saturday', 'Sunday', 'Thursday'];['Tuesday', 'Sunday', 'Friday', 'Thursday'];['Saturday', 'Wednesday', 'Thursday', 'Friday', 'Tuesday'];['Monday', 'Thursday', 'Tuesday', 'Friday', 'Sunday'];['Friday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday'];['Sunday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday'];['Tuesday', 'Monday', 'Wednesday', 'Saturday', 'Friday', 'Thursday'];['Saturday', 'Friday', 'Wednesday', 'Tuesday'];['Friday', 'Sunday', 'Monday'];['Tuesday', 'Wednesday', 'Monday', 'Thursday', 'Friday'];['Thursday', 'Friday', 'Sunday', 'Monday', 'Tuesday'];['Thursday', 'Monday', 'Sunday', 'Friday', 'Tuesday'];['Sunday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday', 'Friday'];['Friday', 'Monday', 'Saturday', 'Sunday'];['Thursday', 'Tuesday', 'Saturday', 'Wednesday'];['Thursday', 'Tuesday', 'Wednesday', 'Friday'];['Saturday', 'Sunday', 'Monday', 'Tuesday', 'Thursday'];['Wednesday', 'Saturday', 'Tuesday', 'Friday'];['Sunday', 'Saturday', 'Monday', 'Thursday', 'Tuesday'];['Wednesday', 'Saturday', 'Friday', 'Sunday'];['Saturday', 'Monday', 'Wednesday', 'Sunday', 'Tuesday'];['Sunday', 'Thursday', 'Wednesday', 'Monday'];['Friday', 'Monday', 'Thursday', 'Saturday', 'Sunday', 'Tuesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee339@mail.com;mentee339;tee;14/09/2003;GMT +8:45;https://www.instagram.com/andreparedes06/;3270164692;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;B2;B2;B2;A2;B1;B1;A1;;A1;[Some text];['Tuesday', 'Sunday', 'Monday', 'Friday'];['Friday', 'Thursday', 'Tuesday', 'Wednesday'];['Sunday', 'Monday', 'Thursday', 'Wednesday'];['Saturday', 'Monday', 'Friday', 'Tuesday', 'Wednesday', 'Thursday'];['Thursday', 'Tuesday', 'Saturday', 'Friday'];['Wednesday', 'Friday', 'Thursday', 'Monday', 'Saturday', 'Sunday'];['Friday', 'Sunday', 'Wednesday', 'Thursday', 'Tuesday'];['Wednesday', 'Thursday', 'Friday', 'Monday', 'Saturday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday'];['Thursday', 'Sunday', 'Saturday', 'Friday'];['Tuesday', 'Wednesday', 'Friday', 'Monday', 'Thursday'];['Friday', 'Monday', 'Sunday', 'Thursday'];['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Sunday'];['Thursday', 'Wednesday', 'Sunday', 'Saturday', 'Tuesday'];['Monday', 'Friday', 'Thursday', 'Wednesday', 'Saturday'];['Sunday', 'Wednesday', 'Tuesday', 'Monday'];['Sunday', 'Tuesday', 'Monday', 'Friday'];['Friday', 'Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Sunday'];['Monday', 'Thursday', 'Tuesday', 'Saturday'];['Saturday', 'Friday', 'Monday', 'Sunday'];['Monday', 'Saturday', 'Friday', 'Tuesday', 'Sunday'];['Monday', 'Sunday', 'Tuesday', 'Friday', 'Thursday'];['Sunday', 'Thursday', 'Wednesday', 'Friday'];['Thursday', 'Wednesday', 'Sunday', 'Tuesday', 'Friday'];['Saturday', 'Wednesday', 'Friday', 'Tuesday', 'Sunday'];['Monday', 'Saturday', 'Wednesday', 'Friday', 'Thursday', 'Sunday'];['Saturday', 'Tuesday', 'Sunday', 'Monday', 'Wednesday'];['Monday', 'Wednesday', 'Tuesday'];['Sunday', 'Wednesday', 'Saturday', 'Thursday', 'Monday'];['Tuesday', 'Friday', 'Wednesday', 'Thursday'];['Thursday', 'Tuesday', 'Monday', 'Saturday', 'Sunday'];['Thursday', 'Friday', 'Monday', 'Tuesday', 'Saturday'];['Saturday', 'Monday', 'Wednesday', 'Thursday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee340@mail.com;mentee340;tee;19/09/2000;GMT -5;https://www.instagram.com/andreparedes06/;9732587975;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;A2;;B2;B1;B2;B1;A2;A2;B2;[Some text];['Friday', 'Thursday', 'Sunday', 'Tuesday'];['Friday', 'Saturday', 'Sunday', 'Wednesday', 'Tuesday'];['Monday', 'Friday', 'Wednesday', 'Tuesday', 'Saturday'];['Wednesday', 'Saturday', 'Tuesday', 'Sunday', 'Monday'];['Thursday', 'Sunday', 'Wednesday', 'Friday'];['Sunday', 'Thursday', 'Wednesday', 'Friday', 'Saturday'];['Monday', 'Wednesday', 'Thursday', 'Friday'];['Saturday', 'Sunday', 'Monday'];['Wednesday', 'Sunday', 'Thursday', 'Tuesday'];['Tuesday', 'Sunday', 'Wednesday', 'Friday', 'Monday'];['Sunday', 'Thursday', 'Monday', 'Friday', 'Tuesday'];['Tuesday', 'Monday', 'Friday', 'Sunday', 'Wednesday', 'Thursday'];['Friday', 'Thursday', 'Tuesday'];['Monday', 'Wednesday', 'Thursday', 'Saturday'];['Sunday', 'Thursday', 'Saturday', 'Friday', 'Monday'];['Saturday', 'Sunday', 'Thursday', 'Tuesday', 'Friday'];['Saturday', 'Tuesday', 'Friday', 'Monday', 'Thursday'];['Friday', 'Tuesday', 'Wednesday', 'Monday', 'Sunday'];['Saturday', 'Thursday', 'Tuesday'];['Sunday', 'Saturday', 'Thursday', 'Wednesday'];['Monday', 'Sunday', 'Saturday', 'Thursday', 'Friday'];['Wednesday', 'Friday', 'Monday', 'Saturday'];['Sunday', 'Tuesday', 'Wednesday', 'Monday', 'Friday'];['Sunday', 'Wednesday', 'Friday', 'Tuesday'];['Sunday', 'Thursday', 'Saturday', 'Tuesday', 'Monday'];['Sunday', 'Thursday', 'Saturday', 'Friday', 'Tuesday'];['Tuesday', 'Sunday', 'Saturday', 'Wednesday', 'Thursday'];['Tuesday', 'Thursday', 'Saturday', 'Sunday'];['Tuesday', 'Sunday', 'Saturday', 'Monday'];['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Sunday'];['Wednesday', 'Friday', 'Monday', 'Tuesday'];['Friday', 'Saturday', 'Wednesday', 'Monday', 'Thursday', 'Tuesday'];['Friday', 'Thursday', 'Monday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee341@mail.com;mentee341;tee;13/01/2006;GMT +13;https://www.instagram.com/andreparedes06/;7404025859;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;;;A1;B2;B2;B1;B2;B1;A2;[Some text];['Thursday', 'Saturday', 'Sunday', 'Wednesday'];['Thursday', 'Sunday', 'Wednesday', 'Friday'];['Thursday', 'Friday', 'Tuesday', 'Saturday', 'Wednesday', 'Sunday'];['Saturday', 'Wednesday', 'Tuesday', 'Sunday'];['Wednesday', 'Thursday', 'Saturday', 'Monday', 'Sunday'];['Tuesday', 'Sunday', 'Monday', 'Thursday', 'Saturday'];['Wednesday', 'Saturday', 'Monday', 'Sunday'];['Friday', 'Sunday', 'Monday', 'Thursday', 'Saturday'];['Monday', 'Wednesday', 'Friday', 'Thursday', 'Saturday', 'Tuesday'];['Monday', 'Sunday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'];['Thursday', 'Sunday', 'Friday', 'Saturday', 'Monday'];['Thursday', 'Saturday', 'Friday', 'Sunday', 'Tuesday'];['Sunday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Sunday', 'Friday', 'Thursday', 'Saturday'];['Thursday', 'Saturday', 'Wednesday', 'Monday', 'Friday'];['Saturday', 'Thursday', 'Monday', 'Wednesday'];['Tuesday', 'Saturday', 'Friday', 'Thursday', 'Sunday'];['Wednesday', 'Tuesday', 'Saturday', 'Friday', 'Monday'];['Wednesday', 'Sunday', 'Tuesday', 'Thursday', 'Saturday'];['Sunday', 'Wednesday', 'Friday', 'Thursday'];['Sunday', 'Saturday', 'Wednesday', 'Monday', 'Thursday'];['Tuesday', 'Wednesday', 'Friday', 'Thursday', 'Monday'];['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Sunday'];['Wednesday', 'Sunday', 'Thursday', 'Tuesday'];['Saturday', 'Friday', 'Tuesday', 'Wednesday'];['Friday', 'Saturday', 'Wednesday', 'Thursday', 'Monday', 'Sunday'];['Saturday', 'Friday', 'Tuesday', 'Monday', 'Sunday'];['Sunday', 'Tuesday', 'Thursday', 'Friday'];['Monday', 'Friday', 'Sunday', 'Saturday', 'Tuesday'];['Sunday', 'Tuesday', 'Friday', 'Monday', 'Saturday'];['Wednesday', 'Tuesday', 'Monday', 'Friday'];['Saturday', 'Thursday', 'Wednesday', 'Monday', 'Sunday'];['Friday', 'Sunday', 'Monday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee342@mail.com;mentee342;tee;01/10/2000;GMT +9:30;https://www.instagram.com/andreparedes06/;8873229833;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;B1;B2;;B2;B1;A2;A1;B2;B2;[Some text];['Wednesday', 'Thursday', 'Monday', 'Sunday'];['Thursday', 'Tuesday', 'Wednesday', 'Monday'];['Friday', 'Thursday', 'Tuesday', 'Saturday', 'Wednesday'];['Wednesday', 'Monday', 'Friday', 'Thursday', 'Saturday', 'Sunday'];['Sunday', 'Monday', 'Tuesday', 'Friday', 'Thursday', 'Wednesday'];['Monday', 'Tuesday', 'Saturday', 'Thursday', 'Sunday'];['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Wednesday', 'Sunday'];['Tuesday', 'Sunday', 'Monday', 'Friday', 'Thursday'];['Sunday', 'Friday', 'Saturday'];['Thursday', 'Friday', 'Wednesday', 'Sunday', 'Monday'];['Saturday', 'Thursday', 'Friday', 'Monday', 'Tuesday', 'Sunday'];['Wednesday', 'Saturday', 'Monday', 'Thursday', 'Tuesday'];['Sunday', 'Friday', 'Saturday', 'Tuesday', 'Thursday'];['Sunday', 'Monday', 'Friday', 'Wednesday'];['Wednesday', 'Monday', 'Sunday', 'Thursday', 'Tuesday'];['Thursday', 'Wednesday', 'Sunday', 'Friday', 'Tuesday'];['Thursday', 'Sunday', 'Saturday', 'Friday'];['Tuesday', 'Saturday', 'Sunday'];['Wednesday', 'Sunday', 'Friday', 'Tuesday', 'Thursday'];['Monday', 'Sunday', 'Thursday', 'Friday'];['Sunday', 'Tuesday', 'Thursday', 'Wednesday', 'Monday'];['Tuesday', 'Monday', 'Sunday', 'Wednesday', 'Saturday'];['Wednesday', 'Sunday', 'Monday', 'Tuesday', 'Friday'];['Saturday', 'Monday', 'Sunday', 'Thursday'];['Wednesday', 'Friday', 'Monday', 'Saturday', 'Thursday'];['Thursday', 'Friday', 'Monday', 'Saturday', 'Sunday'];['Monday', 'Wednesday', 'Friday', 'Thursday', 'Saturday'];['Sunday', 'Thursday', 'Saturday', 'Monday'];['Saturday', 'Monday', 'Tuesday', 'Friday', 'Thursday'];['Friday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday'];['Tuesday', 'Wednesday', 'Saturday', 'Friday', 'Thursday'];['Thursday', 'Sunday', 'Tuesday', 'Friday', 'Saturday'];['Monday', 'Thursday', 'Sunday', 'Friday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee343@mail.com;mentee343;tee;07/07/1997;GMT +1;https://www.instagram.com/andreparedes06/;9363361184;Male;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];;B2;B2;B2;B1;;A2;B2;A1;A2;[Some text];['Tuesday', 'Saturday', 'Friday', 'Sunday', 'Monday', 'Wednesday'];['Friday', 'Monday', 'Wednesday', 'Tuesday', 'Saturday'];['Wednesday', 'Thursday', 'Friday', 'Sunday', 'Saturday'];['Sunday', 'Saturday', 'Tuesday', 'Wednesday', 'Thursday'];['Saturday', 'Wednesday'];['Monday', 'Sunday', 'Saturday', 'Tuesday', 'Wednesday'];['Thursday', 'Sunday', 'Friday', 'Wednesday'];['Sunday', 'Friday', 'Thursday', 'Monday', 'Tuesday', 'Wednesday'];['Friday', 'Wednesday', 'Tuesday', 'Monday'];['Sunday', 'Tuesday', 'Thursday'];['Friday', 'Thursday', 'Sunday', 'Wednesday'];['Friday', 'Monday', 'Sunday', 'Tuesday', 'Thursday'];['Monday', 'Friday', 'Tuesday', 'Wednesday', 'Sunday'];['Tuesday', 'Sunday', 'Friday', 'Saturday', 'Wednesday'];['Saturday', 'Sunday', 'Tuesday', 'Wednesday', 'Friday'];['Saturday', 'Monday', 'Wednesday', 'Thursday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday', 'Friday'];['Sunday', 'Saturday', 'Friday', 'Wednesday'];['Monday', 'Tuesday', 'Thursday', 'Sunday', 'Saturday', 'Wednesday'];['Tuesday', 'Wednesday', 'Friday', 'Thursday'];['Monday', 'Friday', 'Tuesday', 'Saturday'];['Saturday', 'Thursday', 'Monday', 'Wednesday'];['Monday', 'Sunday', 'Friday', 'Wednesday'];['Monday', 'Wednesday', 'Sunday', 'Saturday'];['Saturday', 'Wednesday', 'Tuesday', 'Thursday'];['Friday', 'Thursday', 'Tuesday', 'Saturday', 'Monday'];['Friday', 'Monday', 'Tuesday', 'Sunday'];['Saturday', 'Sunday', 'Tuesday', 'Wednesday'];['Saturday', 'Monday', 'Thursday', 'Sunday', 'Friday', 'Tuesday'];['Saturday', 'Wednesday', 'Sunday', 'Monday'];['Wednesday', 'Monday', 'Tuesday'];['Thursday', 'Monday', 'Sunday', 'Wednesday', 'Saturday'];['Wednesday', 'Sunday', 'Tuesday', 'Friday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee344@mail.com;mentee344;tee;21/06/1995;GMT +2;https://www.instagram.com/andreparedes06/;1267784444;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;;A1;B2;A2;A2;A2;;;B2;[Some text];['Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Friday', 'Monday'];['Sunday', 'Monday', 'Saturday', 'Wednesday'];['Monday', 'Saturday', 'Wednesday', 'Friday', 'Tuesday'];['Wednesday', 'Monday', 'Friday', 'Sunday', 'Saturday'];['Sunday', 'Wednesday', 'Tuesday', 'Thursday', 'Monday', 'Saturday'];['Friday', 'Wednesday', 'Saturday', 'Sunday'];['Monday', 'Friday', 'Wednesday', 'Tuesday'];['Tuesday', 'Sunday', 'Saturday', 'Friday', 'Monday'];['Sunday', 'Wednesday', 'Saturday', 'Tuesday'];['Monday', 'Friday', 'Tuesday', 'Sunday'];['Wednesday', 'Sunday', 'Saturday', 'Tuesday', 'Monday'];['Monday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday'];['Sunday', 'Monday', 'Friday', 'Saturday', 'Tuesday'];['Saturday', 'Wednesday', 'Friday', 'Sunday'];['Monday', 'Sunday', 'Friday', 'Thursday', 'Saturday'];['Thursday', 'Tuesday', 'Friday', 'Saturday', 'Sunday'];['Sunday', 'Friday', 'Saturday', 'Thursday', 'Monday'];['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday'];['Monday', 'Friday', 'Tuesday', 'Saturday'];['Saturday', 'Wednesday', 'Tuesday', 'Friday', 'Sunday'];['Monday', 'Friday', 'Thursday'];['Saturday', 'Monday', 'Sunday', 'Wednesday'];['Wednesday', 'Thursday', 'Friday'];['Tuesday', 'Sunday', 'Wednesday', 'Saturday'];['Monday', 'Tuesday', 'Friday', 'Thursday'];['Friday', 'Monday', 'Thursday', 'Sunday', 'Tuesday', 'Saturday'];['Sunday', 'Thursday', 'Friday', 'Tuesday'];['Friday', 'Saturday', 'Thursday', 'Monday'];['Sunday', 'Friday', 'Tuesday', 'Monday', 'Thursday'];['Tuesday', 'Thursday', 'Wednesday', 'Saturday', 'Sunday'];['Wednesday', 'Thursday', 'Friday', 'Monday', 'Tuesday'];['Tuesday', 'Friday', 'Wednesday', 'Monday', 'Thursday'];['Friday', 'Monday', 'Thursday', 'Sunday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee345@mail.com;mentee345;tee;14/12/1998;GMT +8;https://www.instagram.com/andreparedes06/;3533012840;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;B1;;B1;;A1;A1;A1;A1;;[Some text];['Monday', 'Wednesday', 'Saturday', 'Sunday'];['Wednesday', 'Tuesday', 'Monday', 'Saturday'];['Saturday', 'Wednesday', 'Tuesday', 'Monday'];['Thursday', 'Monday', 'Sunday', 'Tuesday', 'Friday'];['Thursday', 'Saturday', 'Monday', 'Tuesday'];['Tuesday', 'Monday', 'Thursday', 'Wednesday'];['Monday', 'Friday', 'Saturday', 'Tuesday'];['Sunday', 'Thursday', 'Tuesday'];['Wednesday', 'Saturday', 'Monday', 'Sunday', 'Tuesday'];['Thursday', 'Saturday', 'Sunday', 'Wednesday', 'Tuesday'];['Thursday', 'Sunday', 'Friday', 'Wednesday', 'Monday', 'Saturday'];['Tuesday', 'Sunday', 'Friday', 'Monday', 'Saturday'];['Thursday', 'Saturday', 'Sunday', 'Wednesday'];['Friday', 'Sunday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Sunday', 'Tuesday', 'Wednesday', 'Monday', 'Thursday', 'Friday'];['Tuesday', 'Monday', 'Sunday', 'Friday', 'Thursday'];['Wednesday', 'Tuesday', 'Sunday', 'Friday', 'Thursday', 'Saturday'];['Wednesday', 'Sunday', 'Friday', 'Monday', 'Saturday'];['Tuesday', 'Wednesday', 'Monday', 'Thursday'];['Thursday', 'Tuesday', 'Wednesday', 'Monday'];['Tuesday', 'Wednesday', 'Saturday', 'Monday'];['Friday', 'Thursday', 'Tuesday', 'Sunday', 'Wednesday', 'Saturday'];['Saturday', 'Friday', 'Wednesday', 'Monday', 'Tuesday'];['Wednesday', 'Tuesday', 'Saturday', 'Thursday', 'Friday'];['Sunday', 'Friday', 'Tuesday', 'Saturday', 'Thursday', 'Monday'];['Saturday', 'Thursday', 'Monday', 'Wednesday'];['Thursday', 'Monday', 'Wednesday'];['Wednesday', 'Tuesday', 'Saturday', 'Friday', 'Thursday'];['Tuesday', 'Wednesday', 'Monday', 'Sunday', 'Thursday'];['Wednesday', 'Friday', 'Saturday'];['Thursday', 'Saturday', 'Sunday', 'Monday'];['Sunday', 'Saturday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday'];['Tuesday', 'Thursday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee346@mail.com;mentee346;tee;17/08/2000;GMT -10;https://www.instagram.com/andreparedes06/;7153240754;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;A1;B2;;B2;B2;A2;;A1;A2;[Some text];['Thursday', 'Friday', 'Sunday', 'Tuesday', 'Saturday', 'Wednesday', 'Monday'];['Tuesday', 'Friday', 'Saturday'];['Sunday', 'Tuesday', 'Thursday', 'Friday'];['Monday', 'Thursday', 'Sunday', 'Tuesday', 'Friday', 'Saturday'];['Sunday', 'Saturday', 'Thursday', 'Monday', 'Wednesday'];['Monday', 'Sunday', 'Friday', 'Thursday'];['Sunday', 'Wednesday', 'Thursday', 'Monday'];['Thursday', 'Tuesday', 'Monday', 'Wednesday'];['Monday', 'Tuesday', 'Wednesday', 'Sunday'];['Friday', 'Saturday', 'Thursday', 'Wednesday', 'Tuesday'];['Friday', 'Sunday', 'Wednesday', 'Monday', 'Saturday'];['Wednesday', 'Saturday', 'Friday', 'Monday', 'Sunday'];['Monday', 'Thursday', 'Saturday', 'Sunday', 'Tuesday'];['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'];['Monday', 'Sunday', 'Tuesday', 'Thursday'];['Sunday', 'Monday', 'Thursday', 'Wednesday', 'Saturday'];['Tuesday', 'Wednesday', 'Sunday', 'Friday', 'Thursday'];['Saturday', 'Friday'];['Saturday', 'Sunday', 'Monday', 'Wednesday'];['Monday', 'Friday', 'Thursday', 'Tuesday', 'Sunday', 'Saturday'];['Saturday', 'Friday', 'Wednesday', 'Thursday'];['Wednesday', 'Sunday', 'Tuesday', 'Saturday'];['Saturday', 'Friday', 'Sunday', 'Wednesday', 'Tuesday'];['Saturday', 'Tuesday', 'Monday', 'Thursday', 'Friday'];['Sunday', 'Monday', 'Thursday', 'Wednesday', 'Tuesday'];['Friday', 'Sunday', 'Monday', 'Saturday', 'Thursday', 'Tuesday'];['Friday', 'Tuesday', 'Monday', 'Saturday', 'Sunday'];['Monday', 'Friday', 'Saturday', 'Tuesday', 'Thursday', 'Wednesday'];['Monday', 'Thursday', 'Wednesday', 'Saturday'];['Sunday', 'Tuesday', 'Saturday'];['Wednesday', 'Saturday', 'Tuesday', 'Monday', 'Thursday', 'Friday'];['Thursday', 'Wednesday', 'Tuesday', 'Sunday', 'Saturday', 'Monday'];['Saturday', 'Thursday', 'Sunday', 'Tuesday', 'Friday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee347@mail.com;mentee347;tee;25/11/1995;GMT -10;https://www.instagram.com/andreparedes06/;5592158346;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;B2;A2;B1;B2;B2;B2;A2;A2;;[Some text];['Tuesday', 'Monday', 'Friday', 'Sunday', 'Saturday'];['Wednesday', 'Thursday', 'Saturday', 'Sunday', 'Friday'];['Tuesday', 'Saturday', 'Monday'];['Monday', 'Tuesday', 'Sunday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday', 'Sunday'];['Monday', 'Wednesday', 'Tuesday', 'Saturday', 'Sunday'];['Thursday', 'Tuesday', 'Friday', 'Wednesday', 'Sunday'];['Saturday', 'Monday', 'Thursday', 'Friday'];['Wednesday', 'Monday', 'Tuesday', 'Sunday', 'Saturday'];['Monday', 'Saturday', 'Wednesday', 'Thursday', 'Tuesday'];['Friday', 'Tuesday', 'Wednesday', 'Monday'];['Tuesday', 'Sunday', 'Friday', 'Monday', 'Thursday'];['Saturday', 'Sunday', 'Tuesday', 'Monday'];['Thursday', 'Sunday', 'Friday', 'Tuesday'];['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Monday'];['Saturday', 'Sunday', 'Tuesday', 'Friday', 'Monday', 'Thursday'];['Friday', 'Thursday', 'Tuesday'];['Thursday', 'Friday', 'Monday'];['Monday', 'Friday', 'Sunday', 'Saturday', 'Wednesday'];['Sunday', 'Saturday', 'Tuesday', 'Monday', 'Friday'];['Saturday', 'Wednesday', 'Friday', 'Thursday'];['Friday', 'Tuesday', 'Wednesday', 'Saturday', 'Thursday', 'Sunday'];['Tuesday', 'Monday', 'Friday', 'Saturday', 'Wednesday'];['Tuesday', 'Friday', 'Sunday', 'Wednesday'];['Monday', 'Sunday', 'Saturday', 'Friday'];['Friday', 'Tuesday', 'Wednesday', 'Thursday'];['Saturday', 'Wednesday', 'Sunday', 'Tuesday', 'Thursday', 'Friday'];['Thursday', 'Sunday', 'Wednesday', 'Friday', 'Saturday'];['Saturday', 'Friday', 'Sunday', 'Thursday'];['Thursday', 'Wednesday', 'Tuesday', 'Monday', 'Sunday', 'Friday'];['Tuesday', 'Sunday', 'Friday'];['Sunday', 'Saturday', 'Wednesday', 'Thursday'];['Sunday', 'Saturday', 'Friday', 'Tuesday'];Yes, I do;[Some text];Yes
