Informazioni cronologiche;Indirizzo email;Full name: First name, middle name and surname;If your social name is different from your full name, use this space to write your preferred name.;Date of birth;Time zone;Link from other social networks social media platforms (Instagram, Facebook etc.);WhatsApp Phone Number (with DDD);Gender;Location (State, Country);Location (State, Country).1;Is your proficiency B2 or higher?;Race / Color;What is your religion?;How did you find out about the International Polyglot Youth project?;International Polyglot Youth believes in the transformative power of knowledge of foreign cultures and languages. Tell us, in up to 150 words, about a situation in which you realized the importance of foreign languages in your trajectory.;In the IPY project, we value cultural differences and teamwork, as we believe they connect us and help us create a more egalitarian and respectful world. In this way, describe in up to 100 words a time when you did not lead a team work well and what you learned from it.;We want to democratize language learning for free and empower multilingual young people to use languages ​​as a mechanism for connecting different cultures and thus changing the world. How committed are you to this project? What do you expect from the International Polyglot Youth Project? Describe in up to 150 words.;What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Brazilian Portuguese];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Deutsch];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [English];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [French];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [German];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Hungarian];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Italian];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Korean];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Modern Standard Arabic];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Spanish];What language do you plan to teach? Select only the languages you want to teach and leave the others as blank answers [Russian];Is there any other language that you would like to teach? If so, write it please;Do you have any experience in teaching?;If you do, tell us more about it.;How did you learn the language you intend to teach?;If you have a certificate in the language(s) you plan to teach, please attach it below. Certificates such as IELTS, TOEFL, TOPIK, DELE etc.;List ALL the days and times you would have available to teach. [06:00];List ALL the days and times you would have available to teach. [06:30];List ALL the days and times you would have available to teach. [07:00];List ALL the days and times you would have available to teach. [07:30];List ALL the days and times you would have available to teach. [08:00];List ALL the days and times you would have available to teach. [08:30];List ALL the days and times you would have available to teach. [09:00];List ALL the days and times you would have available to teach. [09:30];List ALL the days and times you would have available to teach. [10:00];List ALL the days and times you would have available to teach. [10:30];List ALL the days and times you would have available to teach. [11:00];List ALL the days and times you would have available to teach. [11:30];List ALL the days and times you would have available to teach. [12:00];List ALL the days and times you would have available to teach. [12:30];List ALL the days and times you would have available to teach. [13:00];List ALL the days and times you would have available to teach. [13:30];List ALL the days and times you would have available to teach. [14:00];List ALL the days and times you would have available to teach. [14:30];List ALL the days and times you would have available to teach. [15:00];List ALL the days and times you would have available to teach. [15:30];List ALL the days and times you would have available to teach. [16:00];List ALL the days and times you would have available to teach. [16:30];List ALL the days and times you would have available to teach. [17:00];List ALL the days and times you would have available to teach. [17:30];List ALL the days and times you would have available to teach. [18:00];List ALL the days and times you would have available to teach. [18:30];List ALL the days and times you would have available to teach. [19:00];List ALL the days and times you would have available to teach. [19:30];List ALL the days and times you would have available to teach. [20:00];List ALL the days and times you would have available to teach. [20:30];List ALL the days and times you would have available to teach. [21:00];List ALL the days and times you would have available to teach. [21:30];List ALL the days and times you would have available to teach. [22:00];I have a computer, laptop, phone and/or tablet with stable internet access.;Is there anything more you have to tell us?;Do you agree with the terms and conditions set out in the notice and commit yourself to teaching weekly classes?
01/01/2022;mentee89@mail.com;mentor89;tor;02/03/1996;GMT -9;https://www.instagram.com/andreparedes06/;7460128110;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Self learning;Native Speaker;;Native Speaker;Language certificate;Self learning;Native Speaker;;;;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;;;Wednesday, Sunday;;Wednesday;;Monday;;;;;;;;Saturday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee90@mail.com;mentor90;tor;17/10/2001;GMT -9;https://www.instagram.com/andreparedes06/;9697074152;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Native Speaker;Language certificate;;Language certificate;;Language certificate;Language certificate;;Self learning;;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;Sunday;Wednesday;;;;;;;;;;;;;;;;;Saturday;Sunday;Friday;;;;;;Tuesday;;;Tuesday;;Yes, I do;[Some text];Yes
01/01/2022;mentee91@mail.com;mentor91;tor;20/07/2003;GMT +4:30;https://www.instagram.com/andreparedes06/;9842607949;Non-binary;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Self learning;Language certificate;;Self learning;;;;Language certificate;Language certificate;Native Speaker;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;Friday;;;;;;Sunday;;;;;;;;;;Friday, Sunday;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee92@mail.com;mentor92;tor;03/02/2011;GMT +11;https://www.instagram.com/andreparedes06/;7171301997;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;Native Speaker;;Self learning;Language certificate;Native Speaker;Language certificate;Language certificate;;;[Some text];No;[Some text];[Some text];[Some link];;Thursday;;;;;;;;;;;;;;;;;;;;;;;;Monday;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee93@mail.com;mentor93;tor;17/04/2007;GMT -12;https://www.instagram.com/andreparedes06/;7881481698;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;;;Language certificate;;Self learning;Native Speaker;Self learning;Language certificate;Native Speaker;Native Speaker;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;Sunday;;;;;;;;;;Tuesday;;;;;;;;Wednesday;Yes, I do;[Some text];Yes
01/01/2022;mentee94@mail.com;mentor94;tor;22/06/2008;GMT -7;https://www.instagram.com/andreparedes06/;7413321732;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Self learning;Language certificate;;Self learning;Native Speaker;Language certificate;;Language certificate;Language certificate;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;Wednesday;;;;;;;;Thursday;Wednesday;;;;;;;;;;;;;;;;Thursday;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee95@mail.com;mentor95;tor;27/05/2008;GMT +5:30;https://www.instagram.com/andreparedes06/;3297348120;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;Language certificate;;Self learning;Language certificate;;;;;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;;;;;Sunday;;;Thursday;;;;;;;;Friday;;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee96@mail.com;mentor96;tor;22/05/2002;GMT +5:30;https://www.instagram.com/andreparedes06/;3460227876;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;;;Native Speaker;Language certificate;;;Language certificate;Language certificate;;[Some text];No;[Some text];[Some text];[Some link];Wednesday;;Thursday;Monday;;;;Thursday;Tuesday;;;;;;;;;;;;;;;;;;Monday;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee97@mail.com;mentor97;tor;25/01/1996;GMT +6:30;https://www.instagram.com/andreparedes06/;9645508505;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Language certificate;Language certificate;Self learning;;Native Speaker;Language certificate;;Language certificate;Language certificate;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;Monday, Friday;;;;;;;;;Friday;;;Thursday;;;;;Thursday;;;;;;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee98@mail.com;mentor98;tor;17/01/2000;GMT +4;https://www.instagram.com/andreparedes06/;9369190379;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;;Self learning;Language certificate;Native Speaker;Language certificate;Language certificate;Language certificate;;;;[Some text];No;[Some text];[Some text];[Some link];;;;;;Saturday;;;;;;;;;;;;;;;;;;;;;;Sunday;;Saturday;;;Tuesday, Thursday;Yes, I do;[Some text];Yes
01/01/2022;mentee99@mail.com;mentor99;tor;20/10/2000;GMT +7;https://www.instagram.com/andreparedes06/;4492315788;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;Native Speaker;Language certificate;Language certificate;Language certificate;Language certificate;Language certificate;Language certificate;Self learning;Self learning;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;Friday;;;;;;Saturday;;;;;;Sunday;;Tuesday;;Sunday;;;;;;;;Tuesday, Sunday;Yes, I do;[Some text];Yes
01/01/2022;mentee100@mail.com;mentor100;tor;27/09/1995;GMT +4:30;https://www.instagram.com/andreparedes06/;8927808785;Male;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Language certificate;Native Speaker;Self learning;;Native Speaker;;Native Speaker;Language certificate;Self learning;;[Some text];Yes;[Some text];[Some text];[Some link];;;;Tuesday;;;;;;;;;Wednesday;;;;;;;;;;;;;;;Friday;;;Monday;;Monday;Yes, I do;[Some text];Yes
01/01/2022;mentee101@mail.com;mentor101;tor;18/12/1999;GMT +8;https://www.instagram.com/andreparedes06/;8727844565;Male;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Self learning;;Native Speaker;;;;;Language certificate;Native Speaker;;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;;Tuesday;;;;;;;Thursday;;;;;;;Wednesday, Sunday;;Wednesday;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee102@mail.com;mentor102;tor;31/10/2005;GMT +13;https://www.instagram.com/andreparedes06/;9214258004;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;Language certificate;;Language certificate;Language certificate;Language certificate;Language certificate;Native Speaker;Language certificate;;[Some text];No;[Some text];[Some text];[Some link];;;;;Wednesday;;;;;;;;Friday;;;;;;;;;;;;;;;;;;;Tuesday;;Yes, I do;[Some text];Yes
01/01/2022;mentee103@mail.com;mentor103;tor;26/09/2000;GMT +5:45;https://www.instagram.com/andreparedes06/;6922418617;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Language certificate;Language certificate;;Self learning;Language certificate;Language certificate;Self learning;Language certificate;Language certificate;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;Sunday;;Tuesday;;;;;;Thursday;;;;;;;;;;;;;;;;;;;;;Wednesday;;Yes, I do;[Some text];Yes
01/01/2022;mentee104@mail.com;mentor104;tor;18/05/2008;GMT -1;https://www.instagram.com/andreparedes06/;9361440921;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;;Self learning;;Language certificate;Language certificate;;;Language certificate;;;[Some text];Yes;[Some text];[Some text];[Some link];;;Sunday;;;;;;;;;;;Tuesday;;Tuesday;;;Thursday;Tuesday, Sunday;;;;;Sunday;;;;Saturday;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee105@mail.com;mentor105;tor;02/11/2011;GMT -5;https://www.instagram.com/andreparedes06/;5598498867;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;;;Language certificate;;Language certificate;Language certificate;Language certificate;Native Speaker;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;Wednesday;Sunday;;;;;Saturday;Saturday;;;Thursday;;;Tuesday;;;;;;;;Friday;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee106@mail.com;mentor106;tor;29/03/2004;GMT -7;https://www.instagram.com/andreparedes06/;5994540285;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Native Speaker;;Language certificate;Language certificate;Language certificate;Self learning;;;;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;Monday;;;;;Sunday;;;;;;;;;;;Saturday;;Yes, I do;[Some text];Yes
01/01/2022;mentee107@mail.com;mentor107;tor;23/02/1996;GMT +12;https://www.instagram.com/andreparedes06/;9965793149;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;;;;Language certificate;Self learning;Language certificate;Self learning;Self learning;;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;Tuesday;;;;Thursday;;;Thursday;;;;;;;;;Monday;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee108@mail.com;mentor108;tor;30/09/2001;GMT +13;https://www.instagram.com/andreparedes06/;9226739906;Male;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Native Speaker;;;Language certificate;Language certificate;;Language certificate;Native Speaker;Language certificate;;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];Tuesday;;;;;;;;;;;;;;;Saturday;Tuesday;Friday;;;Saturday, Sunday;;;;;;;;Saturday;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee109@mail.com;mentor109;tor;06/08/2007;GMT +10;https://www.instagram.com/andreparedes06/;3406392949;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;Native Speaker;Self learning;Language certificate;;Language certificate;;;Native Speaker;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;;Thursday;;;;;;Friday, Saturday;;;;;;;;;;;Saturday;;;;;;;;;Friday;;Saturday;;Yes, I do;[Some text];Yes
01/01/2022;mentee110@mail.com;mentor110;tor;05/04/2005;GMT -6;https://www.instagram.com/andreparedes06/;2760347811;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;Self learning;Self learning;;;;Native Speaker;Language certificate;Language certificate;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;;;;;;Saturday;;;;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee111@mail.com;mentor111;tor;05/02/2002;GMT +6;https://www.instagram.com/andreparedes06/;4441983609;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Native Speaker;Language certificate;Language certificate;Self learning;;Language certificate;;Language certificate;;;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;;;;;;;;;;Monday;;;Tuesday;;Friday;;;Wednesday;Yes, I do;[Some text];Yes
01/01/2022;mentee112@mail.com;mentor112;tor;15/01/2000;GMT +5;https://www.instagram.com/andreparedes06/;7982601824;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Language certificate;Self learning;Self learning;Language certificate;;Native Speaker;Native Speaker;Self learning;Native Speaker;Language certificate;[Some text];No;[Some text];[Some text];[Some link];Thursday;;;;;;;;;;;;;;Tuesday;;;;;;;;Sunday;;;Thursday;;;;Tuesday, Saturday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee113@mail.com;mentor113;tor;01/08/2004;GMT +5:45;https://www.instagram.com/andreparedes06/;7572297957;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Native Speaker;Language certificate;Native Speaker;;;Self learning;Language certificate;Self learning;Language certificate;;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;;;Tuesday;;;;;;;;;;;Tuesday;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee114@mail.com;mentor114;tor;16/09/1998;GMT -6;https://www.instagram.com/andreparedes06/;6663325292;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;Self learning;Language certificate;Self learning;;;;;;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];Thursday;;;;;Wednesday;Saturday;;;;;;;;;;;;;;;;;Sunday;;;;Monday;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee115@mail.com;mentor115;tor;16/09/2000;GMT +9:30;https://www.instagram.com/andreparedes06/;8524748632;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;Language certificate;;;Language certificate;;Native Speaker;Language certificate;Self learning;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;Wednesday;;;;;;Thursday;;;;;;Wednesday;;;;;;;;;;Wednesday;;;Yes, I do;[Some text];Yes
01/01/2022;mentee116@mail.com;mentor116;tor;28/11/2008;GMT +5;https://www.instagram.com/andreparedes06/;3041118348;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;Self learning;;Language certificate;Self learning;Self learning;Language certificate;Language certificate;;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;Thursday, Sunday;;;;;;;;Friday;;Tuesday;;;;;;;;;Thursday;;;Tuesday;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee117@mail.com;mentor117;tor;11/11/2009;GMT +11;https://www.instagram.com/andreparedes06/;6371189154;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;Language certificate;;Language certificate;;;;;Native Speaker;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;Saturday;Monday;Saturday;;;;;;;;;;;;Saturday;;;;;Friday;;;;;;;;;;Friday;Tuesday;Yes, I do;[Some text];Yes
01/01/2022;mentee118@mail.com;mentor118;tor;30/01/1996;GMT +6:30;https://www.instagram.com/andreparedes06/;3733867448;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;;;Self learning;;Native Speaker;Native Speaker;;Language certificate;;[Some text];No;[Some text];[Some text];[Some link];;;Friday;;;;;;;;;;;Wednesday;;;Monday;;;;;;Sunday;;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee119@mail.com;mentor119;tor;31/03/2000;GMT +10;https://www.instagram.com/andreparedes06/;2810915397;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Language certificate;;Language certificate;Self learning;Language certificate;;;;Language certificate;;[Some text];No;[Some text];[Some text];[Some link];Wednesday;;;;;Wednesday, Saturday;Thursday;;;;;;;Sunday;;;;;;;;Sunday;;;;;;Tuesday;Friday;Monday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee120@mail.com;mentor120;tor;13/10/1996;GMT -7;https://www.instagram.com/andreparedes06/;5172679918;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;;Language certificate;Self learning;;;Language certificate;Language certificate;Language certificate;Native Speaker;;[Some text];No;[Some text];[Some text];[Some link];;;;Tuesday;;;;;;;;;;;;;Wednesday;;;;;;;;;;;Tuesday;;Saturday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee121@mail.com;mentor121;tor;18/05/2010;GMT +5:30;https://www.instagram.com/andreparedes06/;3722137170;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;;Language certificate;Native Speaker;Language certificate;Native Speaker;Language certificate;;Language certificate;Language certificate;;[Some text];No;[Some text];[Some text];[Some link];;;;;;;Tuesday;Friday;;;Wednesday;;;;;;;Saturday;;;;;;;Wednesday;;;;;;;;Wednesday;Yes, I do;[Some text];Yes
01/01/2022;mentee122@mail.com;mentor122;tor;21/10/2011;GMT -2:30;https://www.instagram.com/andreparedes06/;4975090900;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;;;Self learning;Language certificate;Language certificate;;Native Speaker;;;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;;;;Friday;Tuesday;;;;Friday;;;;Monday;;;;Monday;;;;Monday;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee123@mail.com;mentor123;tor;20/03/2008;GMT -2:30;https://www.instagram.com/andreparedes06/;9036678587;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;;Language certificate;Language certificate;Language certificate;Native Speaker;;;Language certificate;Language certificate;[Some text];No;[Some text];[Some text];[Some link];Thursday;;Saturday;;;;;;;;;;;;;Wednesday;;;;;;;;Tuesday;;Friday;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee124@mail.com;mentor124;tor;12/09/1998;GMT +5:45;https://www.instagram.com/andreparedes06/;9655500372;[Other];Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;;Language certificate;Native Speaker;Self learning;;;Self learning;Language certificate;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;Monday;;;;;;;;Sunday;;Monday;;;;;;;;;Saturday;Sunday;;Thursday;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee125@mail.com;mentor125;tor;17/04/2003;GMT -11;https://www.instagram.com/andreparedes06/;1767871408;Prefer not to say;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Language certificate;Native Speaker;Native Speaker;;Native Speaker;Language certificate;Language certificate;Native Speaker;;Self learning;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee126@mail.com;mentor126;tor;16/08/1997;GMT -9:30;https://www.instagram.com/andreparedes06/;3802507637;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;Language certificate;Language certificate;Language certificate;Language certificate;;Self learning;;;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;Thursday;;;;;;;;;;;;;;;Wednesday;;Wednesday;;;;;;;Saturday;;;Saturday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee127@mail.com;mentor127;tor;01/01/2001;GMT +6:30;https://www.instagram.com/andreparedes06/;8010445656;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Self learning;;;;;;Self learning;Language certificate;Language certificate;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;;Friday;Thursday, Sunday;;Friday;;;;;;;Tuesday;;Thursday;;;;;Tuesday;;;;;;Wednesday;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee128@mail.com;mentor128;tor;12/03/1998;GMT +2;https://www.instagram.com/andreparedes06/;2757079725;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;;;Self learning;;Language certificate;Native Speaker;;;;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;;;;;;;;;Friday;;;;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee129@mail.com;mentor129;tor;20/04/2009;GMT -11;https://www.instagram.com/andreparedes06/;2895217090;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;;Self learning;Language certificate;Native Speaker;;Language certificate;Language certificate;Native Speaker;;;[Some text];Yes;[Some text];[Some text];[Some link];;;;;;;;Saturday;;;;Saturday;;;;;;;Monday;;;;Sunday;;;Saturday;Sunday;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee130@mail.com;mentor130;tor;21/07/2001;GMT -7;https://www.instagram.com/andreparedes06/;9326893990;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Native Speaker;;Self learning;;;;Language certificate;Self learning;Language certificate;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];;;;Tuesday;;;;;;;;;;Sunday;Tuesday, Saturday;;;;;;;;Sunday;;Saturday;;;;;;;;Friday;Yes, I do;[Some text];Yes
01/01/2022;mentee131@mail.com;mentor131;tor;04/07/2011;GMT -2;https://www.instagram.com/andreparedes06/;5339153728;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Native Speaker;;;Native Speaker;;Language certificate;Self learning;Native Speaker;;Native Speaker;[Some text];No;[Some text];[Some text];[Some link];Thursday;Thursday;;;;;;;;;;;;;Sunday;;;;;;;;;;;;;;;Monday, Thursday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee132@mail.com;mentor132;tor;02/12/2005;GMT -2:30;https://www.instagram.com/andreparedes06/;1317518743;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;;Native Speaker;Self learning;;;;Native Speaker;Language certificate;Self learning;[Some text];No;[Some text];[Some text];[Some link];;;;;;Thursday;;;;;;;;;;;;;;;;;;;;;;;;Saturday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee133@mail.com;mentor133;tor;17/09/1997;GMT +11;https://www.instagram.com/andreparedes06/;7786616142;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Language certificate;Language certificate;Language certificate;Self learning;Self learning;;Self learning;Language certificate;;Self learning;Language certificate;[Some text];No;[Some text];[Some text];[Some link];;;;;;;;;;;;;;;;Tuesday;;Tuesday;;;;Tuesday;;;;Saturday;;;;Wednesday;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee134@mail.com;mentor134;tor;17/01/2011;GMT +4:30;https://www.instagram.com/andreparedes06/;6916073280;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;;Language certificate;Language certificate;;Language certificate;;Language certificate;Language certificate;;;[Some text];Yes;[Some text];[Some text];[Some link];;Saturday;;Sunday;;;;Saturday;;;;;;;;Monday;;;;;;;;;Monday;;Thursday;;;;;;;Yes, I do;[Some text];Yes
01/01/2022;mentee135@mail.com;mentor135;tor;31/08/2005;GMT -2:30;https://www.instagram.com/andreparedes06/;3449847582;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];Self learning;Language certificate;Language certificate;;Language certificate;Language certificate;Language certificate;Language certificate;;Self learning;Language certificate;[Some text];Yes;[Some text];[Some text];[Some link];Friday;;;;Sunday;;;;;;Monday;;;;;;;;Monday;;;;;;;;;;Thursday;;;Wednesday;;Yes, I do;[Some text];Yes
01/01/2022;mentee136@mail.com;mentor136;tor;07/12/2000;GMT +10;https://www.instagram.com/andreparedes06/;9400816243;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];[Some text];;Self learning;;Native Speaker;Native Speaker;Language certificate;Language certificate;Language certificate;;;Self learning;[Some text];Yes;[Some text];[Some text];[Some link];;;;Monday;;;;;;;Wednesday, Saturday;;;;;;;;Monday;;;Tuesday;;Saturday;;;;;;;;Thursday;;Yes, I do;[Some text];Yes
